round,agent,num_complaints,fitness
8,a36:Aquaculture,0,12.875000
8,a26:Aquaculture,0,12.875000
8,a29:Aquaculture,0,12.875000
8,a30:Aquaculture,0,12.875000
8,a37:Aquaculture,0,12.875000
8,a31:Aquaculture,0,12.875000
8,a27:Aquaculture,0,12.875000
8,a25:Aquaculture,0,12.875000
8,a03:Fisherman,0,2.449889
8,a40:Aquaculture,0,12.875000
8,a04:Fisherman,0,1.949889
8,a28:Aquaculture,0,12.875000
8,a05:Fisherman,0,1.824889
8,a06:Fisherman,0,1.949889
9,a39:Aquaculture,0,12.875000
9,a42:Aquaculture,0,12.875000
9,a07:Fisherman,0,1.974889
9,a24:Aquaculture,0,12.875000
9,a08:Fisherman,0,2.474889
9,a09:Fisherman,0,1.974889
9,a34:Aquaculture,0,12.875000
9,a10:Fisherman,0,1.974889
9,a11:Fisherman,0,2.474889
9,a35:Aquaculture,0,12.875000
9,a41:Aquaculture,0,12.875000
9,a12:Fisherman,0,1.974889
9,a13:Fisherman,0,1.974889
9,a14:Fisherman,0,2.474889
9,a15:Fisherman,0,2.224889
9,a16:Fisherman,0,1.974889
9,a17:Fisherman,0,1.974889
9,a18:Fisherman,0,1.974889
9,a38:Aquaculture,0,12.875000
9,a19:Fisherman,0,1.974889
9,a33:Aquaculture,0,12.875000
9,a32:Aquaculture,0,12.875000
9,a20:Fisherman,0,2.224889
9,a23:Aquaculture,0,12.875000
9,a21:Fisherman,0,1.974889
9,a22:Fisherman,0,2.474889
9,a36:Aquaculture,0,12.875000
9,a26:Aquaculture,0,12.875000
9,a29:Aquaculture,0,12.875000
9,a30:Aquaculture,0,12.875000
9,a37:Aquaculture,0,12.875000
9,a31:Aquaculture,0,12.875000
9,a27:Aquaculture,0,12.875000
9,a25:Aquaculture,0,12.875000
9,a03:Fisherman,0,2.474889
9,a40:Aquaculture,0,12.875000
9,a04:Fisherman,0,1.974889
9,a28:Aquaculture,0,12.875000
9,a05:Fisherman,0,1.974889
9,a06:Fisherman,0,2.474889
10,a39:Aquaculture,0,12.875000
10,a42:Aquaculture,0,12.875000
10,a07:Fisherman,0,2.479889
10,a24:Aquaculture,0,12.875000
10,a08:Fisherman,0,2.229889
10,a09:Fisherman,0,1.979889
10,a34:Aquaculture,0,12.875000
10,a10:Fisherman,0,1.979889
10,a11:Fisherman,0,2.479889
10,a35:Aquaculture,0,12.875000
10,a41:Aquaculture,0,12.875000
10,a12:Fisherman,0,1.979889
10,a13:Fisherman,0,1.979889
10,a14:Fisherman,0,2.479889
10,a15:Fisherman,0,2.479889
10,a16:Fisherman,0,1.979889
10,a17:Fisherman,0,1.979889
10,a18:Fisherman,0,1.979889
10,a38:Aquaculture,0,12.875000
10,a19:Fisherman,0,1.979889
10,a33:Aquaculture,0,12.875000
10,a32:Aquaculture,0,12.875000
10,a20:Fisherman,0,1.979889
10,a23:Aquaculture,0,12.875000
10,a21:Fisherman,0,1.979889
10,a22:Fisherman,0,2.479889
10,a36:Aquaculture,0,12.875000
10,a26:Aquaculture,0,12.875000
10,a29:Aquaculture,0,12.875000
10,a30:Aquaculture,0,12.875000
10,a37:Aquaculture,0,12.875000
10,a31:Aquaculture,0,12.875000
10,a27:Aquaculture,0,12.875000
10,a25:Aquaculture,0,12.875000
10,a03:Fisherman,0,2.479889
10,a40:Aquaculture,0,12.875000
10,a04:Fisherman,0,1.979889
10,a28:Aquaculture,0,12.875000
10,a05:Fisherman,0,1.979889
10,a06:Fisherman,0,2.479889
11,a39:Aquaculture,0,12.875000
11,a42:Aquaculture,0,12.875000
11,a07:Fisherman,0,2.194889
11,a24:Aquaculture,0,12.875000
11,a08:Fisherman,0,1.944889
11,a09:Fisherman,0,1.819889
11,a34:Aquaculture,0,12.875000
11,a10:Fisherman,0,1.944889
11,a11:Fisherman,0,2.444889
11,a35:Aquaculture,0,12.875000
11,a41:Aquaculture,0,12.875000
11,a12:Fisherman,0,1.944889
11,a13:Fisherman,0,1.944889
11,a14:Fisherman,0,2.194889
11,a15:Fisherman,0,1.819889
11,a16:Fisherman,0,1.944889
11,a17:Fisherman,0,1.944889
11,a18:Fisherman,0,1.944889
11,a38:Aquaculture,0,12.875000
11,a19:Fisherman,0,1.944889
11,a33:Aquaculture,0,12.875000
11,a32:Aquaculture,0,12.875000
11,a20:Fisherman,0,1.944889
11,a23:Aquaculture,0,12.875000
11,a21:Fisherman,0,1.944889
11,a22:Fisherman,0,1.944889
11,a36:Aquaculture,0,12.875000
11,a26:Aquaculture,0,12.875000
11,a29:Aquaculture,0,12.875000
11,a30:Aquaculture,0,12.875000
11,a37:Aquaculture,0,12.875000
11,a31:Aquaculture,0,12.875000
11,a27:Aquaculture,0,12.875000
11,a25:Aquaculture,0,12.875000
11,a03:Fisherman,0,2.444889
11,a40:Aquaculture,0,12.875000
11,a04:Fisherman,0,2.194889
11,a28:Aquaculture,0,12.875000
11,a05:Fisherman,0,1.944889
11,a06:Fisherman,0,2.444889
12,a39:Aquaculture,0,12.875000
12,a42:Aquaculture,0,12.875000
12,a07:Fisherman,0,1.814889
12,a24:Aquaculture,0,12.875000
12,a08:Fisherman,0,1.939889
12,a09:Fisherman,0,1.939889
12,a34:Aquaculture,0,12.875000
12,a10:Fisherman,0,1.939889
12,a11:Fisherman,0,2.439889
12,a35:Aquaculture,0,12.875000
12,a41:Aquaculture,0,12.875000
12,a12:Fisherman,0,1.939889
12,a13:Fisherman,0,1.814889
12,a14:Fisherman,0,2.064889
12,a15:Fisherman,0,1.939889
12,a16:Fisherman,0,1.814889
12,a17:Fisherman,0,1.939889
12,a18:Fisherman,0,1.939889
12,a38:Aquaculture,0,12.875000
12,a19:Fisherman,0,1.939889
12,a33:Aquaculture,0,12.875000
12,a32:Aquaculture,0,12.875000
12,a20:Fisherman,0,1.939889
12,a23:Aquaculture,0,12.875000
12,a21:Fisherman,0,2.189889
12,a22:Fisherman,0,1.939889
12,a36:Aquaculture,0,12.875000
12,a26:Aquaculture,0,12.875000
12,a29:Aquaculture,0,12.875000
12,a30:Aquaculture,0,12.875000
12,a37:Aquaculture,0,12.875000
12,a31:Aquaculture,0,12.875000
12,a27:Aquaculture,0,12.875000
12,a25:Aquaculture,0,12.875000
12,a03:Fisherman,0,2.189889
12,a40:Aquaculture,0,12.875000
12,a04:Fisherman,0,2.439889
12,a28:Aquaculture,0,12.875000
12,a05:Fisherman,0,1.939889
12,a06:Fisherman,0,2.439889
13,a39:Aquaculture,0,12.875000
13,a42:Aquaculture,0,12.875000
13,a07:Fisherman,0,1.934889
13,a24:Aquaculture,0,12.875000
13,a08:Fisherman,0,1.809889
13,a09:Fisherman,0,1.934889
13,a34:Aquaculture,0,12.875000
13,a10:Fisherman,0,1.809889
13,a11:Fisherman,0,2.434889
13,a35:Aquaculture,0,12.875000
13,a41:Aquaculture,0,12.875000
13,a12:Fisherman,0,1.934889
13,a13:Fisherman,0,1.934889
13,a14:Fisherman,0,2.434889
13,a15:Fisherman,0,1.684889
13,a16:Fisherman,0,1.809889
13,a17:Fisherman,0,1.809889
13,a18:Fisherman,0,1.934889
13,a38:Aquaculture,0,12.875000
13,a19:Fisherman,0,1.934889
13,a33:Aquaculture,0,12.875000
13,a32:Aquaculture,0,12.875000
13,a20:Fisherman,0,2.184889
13,a23:Aquaculture,0,12.875000
13,a21:Fisherman,0,1.934889
13,a22:Fisherman,0,1.934889
13,a36:Aquaculture,0,12.875000
13,a26:Aquaculture,0,12.875000
13,a29:Aquaculture,0,12.875000
13,a30:Aquaculture,0,12.875000
13,a37:Aquaculture,0,12.875000
13,a31:Aquaculture,0,12.875000
13,a27:Aquaculture,0,12.875000
13,a25:Aquaculture,0,12.875000
13,a03:Fisherman,0,1.934889
13,a40:Aquaculture,0,12.875000
13,a04:Fisherman,0,2.434889
13,a28:Aquaculture,0,12.875000
13,a05:Fisherman,0,1.934889
13,a06:Fisherman,0,2.434889
14,a39:Aquaculture,0,12.875000
14,a42:Aquaculture,0,12.875000
14,a07:Fisherman,0,1.924889
14,a24:Aquaculture,0,12.875000
14,a08:Fisherman,0,1.924889
14,a09:Fisherman,0,1.924889
14,a34:Aquaculture,0,12.875000
14,a10:Fisherman,0,1.799889
14,a11:Fisherman,0,2.174889
14,a35:Aquaculture,0,12.875000
14,a41:Aquaculture,0,12.875000
14,a12:Fisherman,0,1.924889
14,a13:Fisherman,0,1.674889
14,a14:Fisherman,0,2.424889
14,a15:Fisherman,0,1.799889
14,a16:Fisherman,0,1.758222
14,a17:Fisherman,0,1.924889
14,a18:Fisherman,0,1.924889
14,a38:Aquaculture,0,12.875000
14,a19:Fisherman,0,1.924889
14,a33:Aquaculture,0,12.875000
14,a32:Aquaculture,0,12.875000
14,a20:Fisherman,0,2.424889
14,a23:Aquaculture,0,12.875000
14,a21:Fisherman,0,1.924889
14,a22:Fisherman,0,1.799889
14,a36:Aquaculture,0,12.875000
14,a26:Aquaculture,0,12.875000
14,a29:Aquaculture,0,12.875000
14,a30:Aquaculture,0,12.875000
14,a37:Aquaculture,0,12.875000
14,a31:Aquaculture,0,12.875000
14,a27:Aquaculture,0,12.875000
14,a25:Aquaculture,0,12.875000
14,a03:Fisherman,0,1.758222
14,a40:Aquaculture,0,12.875000
14,a04:Fisherman,0,2.424889
14,a28:Aquaculture,0,12.875000
14,a05:Fisherman,0,1.633222
14,a06:Fisherman,0,2.424889
15,a39:Aquaculture,0,12.875000
15,a42:Aquaculture,0,12.875000
15,a07:Fisherman,0,1.929889
15,a24:Aquaculture,0,12.875000
15,a08:Fisherman,0,1.804889
15,a09:Fisherman,0,1.929889
15,a34:Aquaculture,0,12.875000
15,a10:Fisherman,0,1.929889
15,a11:Fisherman,0,1.804889
15,a35:Aquaculture,0,12.875000
15,a41:Aquaculture,0,12.875000
15,a12:Fisherman,0,1.804889
15,a13:Fisherman,0,1.804889
15,a14:Fisherman,0,2.429889
15,a15:Fisherman,0,1.929889
15,a16:Fisherman,0,1.804889
15,a17:Fisherman,0,1.929889
15,a18:Fisherman,0,1.804889
15,a38:Aquaculture,0,12.875000
15,a19:Fisherman,0,1.929889
15,a33:Aquaculture,0,12.875000
15,a32:Aquaculture,0,12.875000
15,a20:Fisherman,0,1.929889
15,a23:Aquaculture,0,12.875000
15,a21:Fisherman,0,1.804889
15,a22:Fisherman,0,1.804889
15,a36:Aquaculture,0,12.875000
15,a26:Aquaculture,0,12.875000
15,a29:Aquaculture,0,12.875000
15,a30:Aquaculture,0,12.875000
15,a37:Aquaculture,0,12.875000
15,a31:Aquaculture,0,12.875000
15,a27:Aquaculture,0,12.875000
15,a25:Aquaculture,0,12.875000
15,a03:Fisherman,0,2.429889
15,a40:Aquaculture,0,12.875000
15,a04:Fisherman,0,2.429889
15,a28:Aquaculture,0,12.875000
15,a05:Fisherman,0,2.179889
15,a06:Fisherman,0,2.429889
16,a39:Aquaculture,0,12.875000
16,a42:Aquaculture,0,12.875000
16,a07:Fisherman,0,2.459889
16,a24:Aquaculture,0,12.875000
16,a08:Fisherman,0,1.959889
16,a09:Fisherman,0,1.959889
16,a34:Aquaculture,0,12.875000
16,a10:Fisherman,0,1.959889
16,a11:Fisherman,0,1.959889
16,a35:Aquaculture,0,12.875000
16,a41:Aquaculture,0,12.875000
16,a12:Fisherman,0,1.959889
16,a13:Fisherman,0,1.959889
16,a14:Fisherman,0,2.209889
16,a15:Fisherman,0,2.459889
16,a16:Fisherman,0,1.959889
16,a17:Fisherman,0,1.959889
16,a18:Fisherman,0,1.959889
16,a38:Aquaculture,0,12.875000
16,a19:Fisherman,0,1.959889
16,a33:Aquaculture,0,12.875000
16,a32:Aquaculture,0,12.875000
16,a20:Fisherman,0,1.959889
16,a23:Aquaculture,0,12.875000
16,a21:Fisherman,0,1.959889
16,a22:Fisherman,0,1.959889
16,a36:Aquaculture,0,12.875000
16,a26:Aquaculture,0,12.875000
16,a29:Aquaculture,0,12.875000
16,a30:Aquaculture,0,12.875000
16,a37:Aquaculture,0,12.875000
16,a31:Aquaculture,0,12.875000
16,a27:Aquaculture,0,12.875000
16,a25:Aquaculture,0,12.875000
16,a03:Fisherman,0,2.459889
16,a40:Aquaculture,0,12.875000
16,a04:Fisherman,0,2.459889
16,a28:Aquaculture,0,12.875000
16,a05:Fisherman,0,1.959889
16,a06:Fisherman,0,2.459889
17,a39:Aquaculture,0,12.875000
17,a42:Aquaculture,0,12.875000
17,a07:Fisherman,0,2.464889
17,a24:Aquaculture,0,12.875000
17,a08:Fisherman,0,1.964889
17,a09:Fisherman,0,1.964889
17,a34:Aquaculture,0,12.875000
17,a10:Fisherman,0,1.964889
17,a11:Fisherman,0,1.964889
17,a35:Aquaculture,0,12.875000
17,a41:Aquaculture,0,12.875000
17,a12:Fisherman,0,1.964889
17,a13:Fisherman,0,1.964889
17,a14:Fisherman,0,2.214889
17,a15:Fisherman,0,2.464889
17,a16:Fisherman,0,1.964889
17,a17:Fisherman,0,1.964889
17,a18:Fisherman,0,1.964889
17,a38:Aquaculture,0,12.875000
17,a19:Fisherman,0,1.964889
17,a33:Aquaculture,0,12.875000
17,a32:Aquaculture,0,12.875000
17,a20:Fisherman,0,1.964889
17,a23:Aquaculture,0,12.875000
17,a21:Fisherman,0,1.964889
17,a22:Fisherman,0,1.964889
17,a36:Aquaculture,0,12.875000
17,a26:Aquaculture,0,12.875000
17,a29:Aquaculture,0,12.875000
17,a30:Aquaculture,0,12.875000
17,a37:Aquaculture,0,12.875000
17,a31:Aquaculture,0,12.875000
17,a27:Aquaculture,0,12.875000
17,a25:Aquaculture,0,12.875000
17,a03:Fisherman,0,2.464889
17,a40:Aquaculture,0,12.875000
17,a04:Fisherman,0,2.214889
17,a28:Aquaculture,0,12.875000
17,a05:Fisherman,0,2.464889
17,a06:Fisherman,0,2.464889
18,a39:Aquaculture,0,12.875000
18,a42:Aquaculture,0,12.875000
18,a07:Fisherman,0,2.454889
18,a24:Aquaculture,0,12.875000
18,a08:Fisherman,0,1.954889
18,a09:Fisherman,0,1.954889
18,a34:Aquaculture,0,12.875000
18,a10:Fisherman,0,2.204889
18,a11:Fisherman,0,1.954889
18,a35:Aquaculture,0,12.875000
18,a41:Aquaculture,0,12.875000
18,a12:Fisherman,0,1.954889
18,a13:Fisherman,0,1.954889
18,a14:Fisherman,0,2.454889
18,a15:Fisherman,0,2.454889
18,a16:Fisherman,0,1.954889
18,a17:Fisherman,0,1.829889
18,a18:Fisherman,0,1.954889
18,a38:Aquaculture,0,12.875000
18,a19:Fisherman,0,1.954889
18,a33:Aquaculture,0,12.875000
18,a32:Aquaculture,0,12.875000
18,a20:Fisherman,0,1.954889
18,a23:Aquaculture,0,12.875000
18,a21:Fisherman,0,1.954889
18,a22:Fisherman,0,1.954889
18,a36:Aquaculture,0,12.875000
18,a26:Aquaculture,0,12.875000
18,a29:Aquaculture,0,12.875000
18,a30:Aquaculture,0,12.875000
18,a37:Aquaculture,0,12.875000
18,a31:Aquaculture,0,12.875000
18,a27:Aquaculture,0,12.875000
18,a25:Aquaculture,0,12.875000
18,a03:Fisherman,0,2.454889
18,a40:Aquaculture,0,12.875000
18,a04:Fisherman,0,1.829889
18,a28:Aquaculture,0,12.875000
18,a05:Fisherman,0,2.454889
18,a06:Fisherman,0,1.954889
19,a39:Aquaculture,0,12.875000
19,a42:Aquaculture,0,12.875000
19,a07:Fisherman,0,2.449889
19,a24:Aquaculture,0,12.875000
19,a08:Fisherman,0,1.949889
19,a09:Fisherman,0,1.949889
19,a34:Aquaculture,0,12.875000
19,a10:Fisherman,0,1.824889
19,a11:Fisherman,0,1.949889
19,a35:Aquaculture,0,12.875000
19,a41:Aquaculture,0,12.875000
19,a12:Fisherman,0,2.199889
19,a13:Fisherman,0,1.949889
19,a14:Fisherman,0,2.449889
19,a15:Fisherman,0,2.449889
19,a16:Fisherman,0,1.949889
19,a17:Fisherman,0,1.949889
19,a18:Fisherman,0,1.949889
19,a38:Aquaculture,0,12.875000
19,a19:Fisherman,0,2.199889
19,a33:Aquaculture,0,12.875000
19,a32:Aquaculture,0,12.875000
19,a20:Fisherman,0,1.949889
19,a23:Aquaculture,0,12.875000
19,a21:Fisherman,0,1.949889
19,a22:Fisherman,0,1.949889
19,a36:Aquaculture,0,12.875000
19,a26:Aquaculture,0,12.875000
19,a29:Aquaculture,0,12.875000
19,a30:Aquaculture,0,12.875000
19,a37:Aquaculture,0,12.875000
19,a31:Aquaculture,0,12.875000
19,a27:Aquaculture,0,12.875000
19,a25:Aquaculture,0,12.875000
19,a03:Fisherman,0,1.949889
19,a40:Aquaculture,0,12.875000
19,a04:Fisherman,0,1.824889
19,a28:Aquaculture,0,12.875000
19,a05:Fisherman,0,2.449889
19,a06:Fisherman,0,1.949889
